PROPNUM,Entity ID,LEASE,API,API/UWI,API/UWI List,Production Date,Liquid (bbl),Gas (mcf),Water (bbl),Well Count,Days,TP,CP,CHK
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/26/17,626.3955526,393.5640327,254,1,,850,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/27/17,612.2318964,390.5679012,250,1,,850,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/28/17,618.1313501,390.3711911,259,1,,850,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/29/17,591.0187766,384.0333797,253,1,,850,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/30/17,610.2736177,380.9454545,232,1,,830,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,5/31/17,592.3718181,377.1164773,245,1,,810,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/1/17,563.4212457,374.1201717,230,1,,800,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/2/17,598.2992249,371.5833333,247,1,,800,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/3/17,606.5938428,365.659824,221,1,,800,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/4/17,574.1958632,359.2131148,242,1,,800,30,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/5/17,540.2439959,357.1517857,0,1,,790,440,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/6/17,582.6734748,356.6831091,240,1,,760,580,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/7/17,552.3483809,354.6107784,255,1,,750,680,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/8/17,540.153505,353.1402715,202,1,,750,730,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/9/17,546.4624465,350.6773212,223,1,,750,790,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/10/17,598.6270837,349.6697248,277,1,,750,790,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/11/17,517.3058552,348.1273006,200,1,,750,790,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/12/17,519.9468084,346.2132921,198,1,,740,900,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/13/17,542.5351528,349.1653666,199,1,,740,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/14/17,542.1614397,342.2097027,210,1,,730,960,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/15/17,529.6308047,340.207874,212,1,,720,960,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/16/17,505.7390646,338.748019,193,1,,720,960,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/17/17,520.3566521,333.7737342,185,1,,720,960,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/18/17,540.667545,334.2083333,187,1,,720,960,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/19/17,512.332219,332.7483871,202,1,,700,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/20/17,505.016312,330.2106969,170,1,,700,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/21/17,521.3699663,327.7495908,178,1,,700,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/22/17,499.0589917,325.7532895,192,1,,690,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/23/17,506.0106227,323.7570248,180,1,,690,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/24/17,522.8198265,322.296173,170,1,,690,920,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/25/17,389.1738909,0,190,1,,700,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/26/17,426.5958749,317.7466216,153,1,,675,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/27/17,500.4274955,315.744898,170,1,,675,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/28/17,502.6849666,313.7597956,165,1,,660,930,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/29/17,502.16099,311.7581475,147,1,,650,930,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,6/30/17,560.5107301,310.3017241,153,1,,600,975,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/1/17,429.1560101,308.305026,140,1,,700,900,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/2/17,478.5472754,306.3036649,156,1,,700,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/3/17,466.7395581,305.2185315,166,1,,700,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/4/17,519.7319331,302.7676056,187,1,,700,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/5/17,520.104,301.7667845,130,1,,600,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/6/17,462.5543157,302.7619048,172,1,,600,940,20
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/7/17,408.4029143,301.4616756,210,1,,600,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/8/17,552.2921026,349.2518629,205,1,,600,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/9/17,543.7308985,345.7703927,180,1,,600,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/10/17,469.0155453,343.2177294,156,1,,600,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/11/17,563.5278112,342.4423381,193,1,,520,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/12/17,510.6165612,342.4556962,178,1,,525,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/13/17,469.0562545,342.5597381,205,1,,525,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/14/17,453.7653744,340.1960133,130,1,,525,940,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/15/17,516.0807477,310.2871622,194,1,,500,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/16/17,455.0260939,305.8089501,160,1,,500,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/17/17,455.4619135,308.6516464,170,1,,500,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/18/17,467.8225455,304,167,1,,500,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/19/17,443.4574441,298.28471,163,1,,500,1000,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/20/17,458.6932696,298.3409894,173,1,,500,975,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/21/17,452.1352961,293.7504456,167,1,,500,970,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/22/17,473.0609125,292.2733813,175,1,,500,970,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/23/17,435.7055239,290.278481,160,1,,500,970,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/24/17,350.1070663,288.3400366,147,1,,500,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/25/17,467.8576422,286.2752294,168,1,,500,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/26/17,448.3500594,285.3431734,175,1,,490,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/27/17,427.4793566,286.935305,167,1,,490,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/28/17,437.3974507,286.0634328,157,1,,480,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/29/17,447.3830143,283.5299625,163,1,,500,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/30/17,428.0070366,278.2754717,153,1,,500,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,7/31/17,425.9002035,277.3434535,144,1,,500,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/1/17,439.4014993,279,159,1,,490,900,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/2/17,439.6022256,272.3404255,164,1,,480,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/3/17,418.3193708,271.2837838,175,1,,460,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/4/17,418.0494885,271.2765957,165,1,,460,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/5/17,385.549832,274.0643275,141,1,,460,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/6/17,435.5528041,267.805501,146,1,,460,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/7/17,407.6197137,266.9343936,146,1,,450,880,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/8/17,420.0672092,266.9365079,136,1,,450,860,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/9/17,415.9421011,264.87251,149,1,,430,860,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/10/17,402.531353,262.2834331,135,1,,440,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/11/17,387.7595344,261.2825651,151,1,,440,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/12/17,399.6395348,275.1157895,145,1,,440,850,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/13/17,377.7999741,278.7014925,142,1,,440,850,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/14/17,412.7059235,258.1935484,139,1,,440,850,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/15/17,413.9442637,257.7440347,122,1,,440,850,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/16/17,391.5714457,255.1834061,129,1,,440,850,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/17/17,404.9505991,253.6258206,128,1,,420,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/18/17,386.8212601,257,133,1,,420,700,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/19/17,388.6882619,251.219917,129,1,,420,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/20/17,391.07523,249.2275574,133,1,,420,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/21/17,399.6922937,250.342437,165,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/22/17,392.24722,247.2854123,123,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/23/17,390.078,249,107,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/24/17,379.138013,244.2826552,120,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/25/17,355.0709999,244.2826552,110,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/26/17,377.8958603,249.0829694,125,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/27/17,0,0,0,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/28/17,411.9245488,0,100,1,,460,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/29/17,436.1306807,0,125,1,,460,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/30/17,453.3344981,263.2694611,132,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,8/31/17,468.2517562,257.7398374,125,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/1/17,345.9616967,253.2123711,118,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/2/17,398.8068498,249.2175732,105,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/3/17,426.1103693,248.8773784,100,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/4/17,306.2396391,243.7424893,70,1,,400,750,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/5/17,444.1781521,240.7391304,183,1,,400,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/6/17,328.6237929,238.2687225,143,1,,400,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/7/17,358.6594573,235.7427938,113,1,,400,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/8/17,367.0581107,234.2729306,111,1,,400,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/9/17,363.4343086,231.7477477,90,1,,400,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/10/17,355.0709999,230.2687927,115,1,,360,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/11/17,335.6824929,242.147806,106,1,,360,800,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/12/17,376.9912957,227.6937355,123,1,,380,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/13/17,372.964073,226.2470862,115,1,,380,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/14/17,350.4676962,225.2459016,112,1,,380,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/15/17,346.3195919,228,102,1,,380,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/16/17,364.532394,224.2447059,98,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/17/17,370.7127968,0,107,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/18/17,330.9443913,221.1800948,102,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/19/17,373.0696784,220.7142857,109,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/20/17,370.792656,219.7231504,103,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/21/17,326.7247878,218.1870504,105,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/22/17,364.0605174,217.1971154,112,1,,360,760,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/23/17,344.7354516,216.1956522,116,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/24/17,357.6520725,215.1941748,111,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/25/17,305.6032467,214.1262136,96,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/26/17,345.653121,213.6715328,92,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/27/17,338.401,213.6585366,116,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/28/17,341.8404511,209.049505,110,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/29/17,370.0739999,211.2,106,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,9/30/17,355.342236,209.6650124,108,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/1/17,338.0065559,208.0645161,108,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/2/17,259.8336636,207.0623441,83,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/3/17,353.4039999,205.1240506,107,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/4/17,335.343469,205.5919395,100,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/5/17,316.7688898,207.2321429,97,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/6/17,338.9605087,203.1501272,105,1,,350,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/7/17,319.2797773,202.6020408,115,1,,340,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/8/17,327.5989311,201.6,98,1,,340,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/9/17,339.7971446,200.064433,136,1,,340,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/10/17,335.6666406,197.075718,104,1,,340,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/11/17,305.9872965,189.5206612,95,1,,340,740,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/12/17,362.6590801,208.3315068,190,1,,340,970,22
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/13/17,593.0485821,367.7651297,216,1,,340,970,24
Q9HHGQ7E47,60463,ALTIMORE 1H,4.20513E+11,4205133997,,10/14/17,560.4465083,379.401122,203,1,,340,960,24
