API14,API/UWI,Well Name,Well Number,Lease Name,Operator Alias,Reported Operator,Field,County/Parish,Target Formation,DI Landing Zone,KB Elevation,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Perforated Interval Length,Horizontal Length,First Prod Date,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Water (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Peak BOE,Peak Gas,Peak Oil,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Peak BOE per 1MM lbs proppant,Peak Gas per 1MM lbs proppant,Peak Oil per 1MM lbs proppant,Peak BOE per 1000 BBL Fluid,Peak Gas per 1000 BBL Fluid,Peak Oil per 1000 BBL Fluid,Cum BOE,Cum Gas,Cum Oil,Cum Water,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 6 BOE per 1MM lbs proppant,First 6 Gas per 1MM lbs proppant,First 6 Oil per 1MM lbs proppant,First 6 BOE per 1000 BBL Fluid,First 6 Gas per 1000 BBL Fluid,First 6 Oil per 1000 BBL Fluid,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,First 12 BOE per 1MM lbs proppant,First 12 Gas per 1MM lbs proppant,First 12 Oil per 1MM lbs proppant,First 12 BOE per 1000 BBL Fluid,First 12 Gas per 1000 BBL Fluid,First 12 Oil per 1000 BBL Fluid,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,Full Oil EUR,Full Gas EUR,EUR Oil per perforated Ft,EUR Gas per perforated Ft,EUR (BE) Oil per 1MM lbs proppant,EUR (BE) Gas per 1MM lbs proppant,EUR (BE) Oil per 1000 BBL Fluid,EUR (BE) Gas per 1000 BBL Fluid,Has Digitized Trajectory (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,Basin,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Surface Latitude (WGS84),Surface Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),UWI
4.21E+13,4205134049,MOORE EF UNIT,1H,MOORE EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,375.91,14596,7747.72,OIL & GAS,ACTIVE,7/30/17,,H,,,,6892.85,9/1/17,8/20/17,9/4/17,AdditiveSummary,,,,23417920,,362831,232738,3397.422,,,,,,,,,,,,,,,,,,,18250,4087,17569,,,,779.32,174.52,750.24,,,,76489,15997,73823,,76489,15997,73823,,,,,3266.26,683.11,3152.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,26,,"GREENWOOD, E",30.4493375,-96.7649854,30.4354643,-96.7503097,42-051-34049-00
4.21E+13,4205134050,GROCE B,1H,GROCE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,293.41,17351,8488.47,OIL & GAS,ACTIVE,8/24/17,,H,,,,7992.85,10/1/17,9/22/17,10/9/17,AdditiveSummary,,,,29033893,,565713,387172,3632.4832,,,,,,,,,,,,,,,,,,,13443,8620,12007,,,,463.01,296.89,413.55,,,,48248,31081,43068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,38,,"MC FADDEN, N A",30.5021048,-96.5459463,30.5168078,-96.5647617,42-051-34050-00
4.21E+13,4205134054,SLOVACEK A JUNEK B,1H,SLOVACEK A JUNEK B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,222.41,,,OIL & GAS,DRILLED,1/18/18,,H,,,,6097.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,12,,"COLE, J P",30.5085069,-96.4723505,30.4972215,-96.4580299,4205134054
4.21E+13,4205134055,SLOVACEK A,1H,SLOVACEK A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,222.34,,,OIL & GAS,DRILLED,1/14/18,,H,,,,7691.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,12,,"COLE, J P",30.5085031,-96.4724116,30.52301,-96.4898529,4205134055
4.21E+13,4205134056,URBANOSKY,1H,URBANOSKY,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,222.51,,,OIL & GAS,DRILLED,1/22/18,,H,,,,7737.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,12,,"COLE, J P",30.5085107,-96.4722819,30.5260291,-96.4866026,4205134056
4.21E+13,4205134057,HEJL EF UNIT,1H,HEJL EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,347.82,14590,7424.22,OIL & GAS,ACTIVE,7/22/17,,H,,,,7058.26,9/1/17,9/3/17,9/16/17,AdditiveSummary,,,,25220141,,622959.4,318064,3573.1386,,,,,,,,,,,,,,,,,,,22925,6144,21901,,,,909,243.61,868.39,,,,85341,18051,82332,,85340,18051,82332,,,,,3383.8,715.74,3264.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,54,,"RUIZ, F",30.5522031,-96.6932425,30.5372796,-96.6791214,42-051-34057-00
4.21E+13,4205134058,BESEDA EF UNIT,1H,BESEDA EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,347.96,14593,7417.15,OIL & GAS,ACTIVE,7/23/17,,H,,,,7220.51,9/1/17,9/2/17,9/16/17,AdditiveSummary,,,,25177643,,504483.1,274135,3486.9619,,,,,,,,,,,,,,,,,,,20942,5645,20002,,,,831.77,224.21,794.43,,,,74576,17936,71587,,74576,17936,71587,,,,,2961.99,712.38,2843.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,54,,"RUIZ, F",30.5522331,-96.6931825,30.5399137,-96.6754143,42-051-34058-00
4.21E+13,4205134059,JURICA EF UNIT,1H,JURICA EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,373.11,14475,7534.17,OIL & GAS,ACTIVE,7/13/17,,H,,,,6847.56,9/1/17,9/3/17,9/15/17,AdditiveSummary,,,,23010896,,439613,656865,3360.4519,,,,,,,,,,,,,,,,,,,18978,2533,18556,,,,824.74,110.08,806.4,,,,67266,9497,65683,,67265,9497,65683,,,,,2923.18,412.72,2854.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,2,,"AUSTIN, S F",30.4137286,-96.7950763,30.425836,-96.811474,42-051-34059-00
4.21E+13,4205134060,DOUGHTIE EF UNIT,1H,DOUGHTIE EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,373.18,14297,7760.22,OIL & GAS,ACTIVE,7/28/17,,H,,,,6339.24,9/1/17,9/3/17,9/15/17,AdditiveSummary,,,,23000746,,429027,679011,3628.3129,,,,,,,,,,,,,,,,,,,22232,3761,21606,,,,966.58,163.52,939.36,,,,80044,13776,77748,,80044,13776,77748,,,,,3480.06,598.94,3380.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,2,,"AUSTIN, S F",30.4137586,-96.7951263,30.4013018,-96.7815586,42-051-34060-00
4.21E+13,4205134061,KAZMIR,1H,KAZMIR,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,347.52,13431,8289.06,OIL & GAS,ACTIVE,9/5/17,,H,,,,4962.64,10/1/17,10/22/17,10/29/17,AdditiveSummary,,,,17326270,,339526.1,227113,3491.3413,,,,,,,,,,,,,,,,,,,11962,2209,11594,,,,690.4,127.49,669.16,,,,46502,2209,46134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,135,,"HUGHS, B",30.4947155,-96.6388503,30.4843564,-96.6285896,42-051-34061-00
4.21E+13,4205134062,KAZMIR,2H,KAZMIR,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,347.88,13478,8343.85,OIL & GAS,ACTIVE,8/27/17,,H,,,,4942.26,10/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10602,3151,10077,,,,,,,,,,41181,3151,40656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,135,,"HUGHS, B",30.4947755,-96.6387803,30.4850936,-96.6277574,42-051-34062-00
4.21E+13,4205134069,GRAFF A,1H,GRAFF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,318.65,17043,8617.49,OIL & GAS,ACTIVE,9/23/17,,H,,,,8881.78,11/1/17,10/7/17,10/24/17,AdditiveSummary,,,,30422561,,594440,690367,,,,,,,,,,,,,,,,,,,,16101,9745,14477,,,,,,,,,,44135,26927,39647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,65,,"AUSTIN, S F",30.4468072,-96.6698917,30.4279836,-96.651961,42-051-34069-00
4.21E+13,4205134070,DUSEK A,1H,DUSEK A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,403.46,15696,7928.11,OIL & GAS,ACTIVE,10/6/17,,H,,,,7785.5,11/1/17,10/28/17,11/11/17,AdditiveSummary,,,,26537270,,491661,533276,3408.5505,,,,,,,,,,,,,,,,,,,27579,5615,26644,,,,1039.26,211.59,1004.02,,,,67208,10298,65492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5499631,-96.6370401,30.5346774,-96.6197977,42-051-34070-00
4.21E+13,4205134071,DUSEK B,1H,DUSEK B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,403.38,8979,7700.25,OIL & GAS,ACTIVE,9/29/17,,H,,,,1180.78,11/1/17,10/28/17,11/11/17,AdditiveSummary,,,,27158451,,514115,561964,,,,,,,,,,,,,,,,,,,,24664,5076,23818,,,,908.15,186.9,877,,,,60518,9284,58971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5500131,-96.6369701,30.5361603,-96.6181421,42-051-34071-00
4.21E+13,4205134072,GRAFF A,2H,GRAFF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,318.73,16970,8614.16,OIL & GAS,ACTIVE,9/8/17,,H,,,,8844.32,11/1/17,10/10/17,10/24/17,AdditiveSummary,,,,23888754,,461664,540955,2701.0278,,,,,,,,,,,,,,,,,,,13631,7513,12379,,,,570.6,314.5,518.19,,,,39853,21730,36231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,65,,"AUSTIN, S F",30.4468672,-96.6698217,30.4287037,-96.651129,42-051-34072-00
4.21E+13,4205134073,DALMORE,1H,DALMORE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,306.48,15320,7693.9,OIL & GAS,ACTIVE,9/11/17,,H,,,,7266.32,11/1/17,10/14/17,11/1/17,AdditiveSummary,,,,27291823,,511557,318457,3755.9346,,,,,,,,,,,,,,,,,,,18561,4176,17865,,,,680.09,153.01,654.59,,,,51220,11648,49279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"REED, J",30.5655424,-96.6315298,30.5511734,-96.6153996,42-051-34073-00
4.21E+13,4205134074,DALMORE,2H,DALMORE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,306.25,15340,7729.68,OIL & GAS,ACTIVE,9/11/17,,H,,,,7256.27,11/1/17,10/14/17,11/1/17,AdditiveSummary,,,,26764265,,497570,304747,3688.4329,,,,,,,,,,,,,,,,,,,14802,3582,14205,,,,553.05,133.84,530.75,,,,40746,8966,39252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"REED, J",30.5655924,-96.6314498,30.5519144,-96.6145711,42-051-34074-00
4.21E+13,4205134075,MILES A. BRADLEY B,2H,MILES A. BRADLEY A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,397.52,15335,7667.59,OIL & GAS,ACTIVE,9/7/17,,H,,,,7420.2,12/1/17,11/4/17,11/22/17,AdditiveSummary,,,,26196927,,501654,297971,3530.488,,,,,,,,,,,,,,,,,,,11755,2713,11303,,,,448.72,103.56,431.46,,,,26996,3836,26357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5633338,-96.655776,30.5486246,-96.6390338,42-051-34075-00
4.21E+13,4205134076,MILES A. BRADLEY A,#1H,MILES A. BRADLEY A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,396.8,15427,7644.53,OIL & GAS,ACTIVE,9/24/17,,H,,,,7569.34,12/1/17,11/4/17,11/22/17,AdditiveSummary,,,,26050327,,500412,314370,3441.5586,,,,,,,,,,,,,,,,,,,10875,2418,10472,,,,417.46,92.82,401.99,,,,25743,3411,25174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5633911,-96.6556997,30.5492456,-96.638061,42-051-34076-00
4.21E+13,4205134077,MILES A. BRADLEY B,#1H,MILES A. BRADLEY B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,390.81,15460,7657.77,OIL & GAS,ACTIVE,9/29/17,,H,,,,7552.69,12/1/17,11/2/17,11/24/17,AdditiveSummary,,,,27842168,,524202.4,250058,3686.3909,,,,,,,,,,,,,,,,,,,7989,1753,7697,,,,286.94,62.96,276.45,,,,18773,2537,18350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5640825,-96.6548308,30.5499873,-96.6372332,42-051-34077-00
4.21E+13,4205134078,MILES A. BRADLEY B,#2H,MILES A. BRADLEY B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,390.19,15410,7623.37,OIL & GAS,ACTIVE,10/9/17,,H,,,,7562.09,12/1/17,11/3/17,11/24/17,AdditiveSummary,,,,27869915,,528311.07,271327,3685.4778,,,,,,,,,,,,,,,,,,,13373,2928,12885,,,,479.84,105.06,462.33,,,,30136,4104,29452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,28,,"HALL, J",30.5641425,-96.6547508,30.5507286,-96.6364053,42-051-34078-00
4.21E+13,4205134079,CORBIN EF UNIT,1H,CORBIN EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,411.12,,,OIL & GAS,ACTIVE,10/28/17,,H,,,,7180.42,12/1/17,11/19/17,12/3/17,AdditiveSummary,,,,25067928,,462991,170328,3491.1507,,,,,,,,,,,,,,,,,,,15775,0,15775,,,,629.29,0,629.29,,,,41246,0,41246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,195,,"PORTER, J W",30.4915062,-96.780166,30.4796177,-96.7619671,42-051-34079-00
4.21E+13,4205134080,KRETZER EF UNIT,1H,KRETZER EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,411.47,14092,7377.49,OIL & GAS,ACTIVE,11/7/17,,H,,,,6796.71,12/1/17,11/19/17,12/3/17,AdditiveSummary,,,,23411818,,435471,160340,3444.581,,,,,,,,,,,,,,,,,,,15645,0,15645,,,,668.25,0,668.25,,,,38688,0,38688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,195,,"PORTER, J W",30.4914662,-96.780246,30.4783838,-96.7650608,42-051-34080-00
4.21E+13,4205134081,WILLIS C,1H,WILLIS C,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,237.91,16011,8672.77,OIL & GAS,ACTIVE,10/2/17,,H,,,,7562.92,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15390,8078,14044,,,,,,,,,,30278,9675,28665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,274,,"BROOKS, B",30.5676122,-96.5320656,30.553906,-96.5140013,42-051-34081-00
4.21E+13,4205134082,WILLIS D,1H,WILLIS D,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,238.11,,,OIL & GAS,ACTIVE,10/9/17,,H,,,,6215.25,12/1/17,11/27/17,12/9/17,AdditiveSummary,,,,21798978,,419545,260202,3507.3373,,,,,,,,,,,,,,,,,,,16471,6106,15454,,,,755.59,280.1,708.93,,,,33004,7040,31831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,274,,"BROOKS, B",30.5675622,-96.5321456,30.5786926,-96.5471268,42-051-34082-00
4.21E+13,4205134083,SNIDER EF UNIT,1H,SNIDER EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,421.49,14080,7319.22,OIL & GAS,ACTIVE,10/8/17,,H,,,,6731.17,12/1/17,11/15/17,11/27/17,AdditiveSummary,,,,23965872,,438466,447274,3560.4318,,,,,,,,,,,,,,,,,,,15202,0,15202,,,,634.32,0,634.32,,,,40361,0,40361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,203,,"REED, J",30.4749067,-96.7995165,30.4637621,-96.782614,42-051-34083-00
4.21E+13,4205134084,ASCARI A,1H,ASCARI A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,324.91,14106,7257.68,OIL & GAS,ACTIVE,10/3/17,,H,,,,6607.27,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15083,4403,14350,,,,,,,,,,29069,8620,27632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"REED, J",30.5774418,-96.6212294,30.5896421,-96.6367822,42-051-34084-00
4.21E+13,4205134085,WALSH,#1H,WALSH,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,352.7,14345,8217.78,OIL & GAS,ACTIVE,11/25/17,,H,,,,5982.21,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676,4339,8953,,,,,,,,,,9676,4339,8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,133,,"HUGHS, J",30.5473931,-96.5908381,30.5379499,-96.5753997,42-051-34085-00
4.21E+13,4205134086,DOSS EF UNIT,1H,DOSS EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,421.39,14893,7360.67,OIL & GAS,ACTIVE,10/30/17,,H,,,,7734.41,12/1/17,11/15/17,11/28/17,AdditiveSummary,,,,26154020,,485417,481423,3381.5146,,,,,,,,,,,,,,,,,,,17476,0,17476,,,,668.2,0,668.2,,,,43461,0,43461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,203,,"REED, J",30.4748667,-96.7996065,30.4590558,-96.7835571,42-051-34086-00
4.21E+13,4205134088,ASCARI B,1H,DELAMATER,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,353.94,,,OIL & GAS,ACTIVE,11/28/17,,H,,,,4570.09,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26108,9257,24566,,,,,,,,,,50342,17188,47477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,133,,"HUGHS, J",30.5474519,-96.5909082,30.5374468,-96.582127,42-051-34088-00
4.21E+13,4205134089,BLAZEK,#1H,BLAZEK,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,280.64,,,OIL & GAS,ACTIVE,12/5/17,,H,,,,8543.29,1/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19671,6695,18556,,,,,,,,,,25104,6695,23988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,38,,"MC FADDEN, N A",30.5281838,-96.5482564,30.5442457,-96.5610811,42-051-34089-00
4.21E+13,4205134090,ASCARI B,1H,ASCARI B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,325.07,15520,7749.49,OIL & GAS,DRILLED,10/1/17,,H,,,,7601.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"REED, J",30.5775028,-96.6212897,30.5630325,-96.6038559,4205134090
4.21E+13,4205134091,POLANSKY,#1H,POLANSKY,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,349.95,,,OIL & GAS,ACTIVE,11/6/17,,H,,,,8891.12,1/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728,4097,6046,,,,,,,,,,6766,4097,6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,64,,"AUSTIN, S F",30.4123483,-96.6619315,30.4284329,-96.6831745,42-051-34091-00
