API14,API/UWI,Well Name,Well Number,Lease Name,Operator Alias,Reported Operator,Field,County/Parish,Target Formation,DI Landing Zone,KB Elevation,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Perforated Interval Length,Horizontal Length,First Prod Date,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Water (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Peak BOE,Peak Gas,Peak Oil,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Peak BOE per 1MM lbs proppant,Peak Gas per 1MM lbs proppant,Peak Oil per 1MM lbs proppant,Peak BOE per 1000 BBL Fluid,Peak Gas per 1000 BBL Fluid,Peak Oil per 1000 BBL Fluid,Cum BOE,Cum Gas,Cum Oil,Cum Water,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 6 BOE per 1MM lbs proppant,First 6 Gas per 1MM lbs proppant,First 6 Oil per 1MM lbs proppant,First 6 BOE per 1000 BBL Fluid,First 6 Gas per 1000 BBL Fluid,First 6 Oil per 1000 BBL Fluid,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,First 12 BOE per 1MM lbs proppant,First 12 Gas per 1MM lbs proppant,First 12 Oil per 1MM lbs proppant,First 12 BOE per 1000 BBL Fluid,First 12 Gas per 1000 BBL Fluid,First 12 Oil per 1000 BBL Fluid,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,Full Oil EUR,Full Gas EUR,EUR Oil per perforated Ft,EUR Gas per perforated Ft,EUR (BE) Oil per 1MM lbs proppant,EUR (BE) Gas per 1MM lbs proppant,EUR (BE) Oil per 1000 BBL Fluid,EUR (BE) Gas per 1000 BBL Fluid,Has Digitized Trajectory (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,Basin,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Surface Latitude (WGS84),Surface Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),UWI
4.21E+13,4205134021,GOODNIGHT UNIT,2,GOODNIGHT UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,383,14386,7389,OIL,ACTIVE,3/10/17,5/27/17,H,8038,14326,6288,7061.13,5/1/17,5/2/17,5/16/17,AdditiveSummary,,,,23239191,,457193,335787,3291.1433,3695.8001,,,196,784,680,24,FLOWING,6/19/17,InitialPotentialTest,6/19/17,ProductionTest,,34,,120,16,1390,19513,4373,18785,3.1,0.7,2.99,839.66,188.17,808.33,,,,102693,20493,99277,,69652,14117,67300,,11.08,2.25,10.7,2997.18,607.47,2895.97,,,,,,,,,,,,,,,,,,,,,,,,,521829,107717,82.99,17.13,22454.7,4635.14,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,58,,"SWEARINGEN, E",30.5036056,-96.7106634,30.5162286,-96.7275232,4205134021
4.21E+13,4205134019,HEUSSNER,1H,HEUSSNER,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,259.45,16008,9191.35,OIL,ACTIVE,3/9/17,,H,,,,6543.46,6/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18170,17344,15280,,,,,,,,,,98069,94738,82279,,76579,71632,64641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140053,161260,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,16,,"CUMMINGS, M",30.5352934,-96.5052445,30.5249982,-96.4882414,42-051-34019-00
4.21E+13,4205134018,SNAP D,1H,SNAP D,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,264.22,14660,8940.41,OIL,ACTIVE,7/2/17,,H,,,,6029.1,8/1/17,7/17/17,7/29/17,AdditiveSummary,,,,19853336,,315565.71,392880,3292.9187,,,,,,,,,,,,,,,,,,,11391,7795,10092,,,,573.76,392.63,508.33,,,,61744,46140,54054,,55621,39207,49087,,,,,2801.59,1974.83,2472.48,,,,,,,,,,,,,,,,,,,,,,,,,252934,215902,,,12740.13,10874.85,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,41,,"MITCHELL, J W",30.5502328,-96.516685,30.5400107,-96.5017072,42-051-34018-00
4.21E+13,4205134011,MIMAN UNIT,1,MIMAN UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,350.67,12100,7658.59,OIL,ACTIVE,2/1/17,,H,,,,4038.19,7/1/17,6/2/17,6/8/17,AdditiveSummary,,,,14399388,,226439,197774,3565.8025,,,,,,,,,,,,,,,,,,,13315,2692,12867,,,,924.69,186.95,893.58,,,,59117,8070,57772,,50139,7601,48873,,,,,3482.02,527.87,3394.1,,,,,,,,,,,,,,,,,,,,,,,,,509697,71198,,,35397.13,4944.52,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,62,,"WILLIAMS, S M",30.4262482,-96.785326,30.4144753,-96.7721834,42-051-34011-00
4.21E+13,4205134010,FARMERS NORTH UNIT,1,FARMERS NORTH UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,352,14446,7267.62,OIL,ACTIVE,2/6/17,6/15/17,H,7924,14379,6455,6981.88,2/1/18,6/1/17,6/10/17,AdditiveSummary,,,,23009120,,353774,242068,3295.5479,3564.5422,,,172,938,426,24,FLOWING,6/29/17,ProductionTest,6/29/17,InitialPotentialTest,,34.29,,0,16,1290,5940,0,5940,0.92,0,0.92,258.16,0,258.16,,,,5940,0,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,62,,"WILLIAMS, S M",30.4262082,-96.785376,30.4377737,-96.8028971,4205134010
4.21E+13,4205134009,WILD TURKEY,1H,WILD TURKEY,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,371,17421,9028.56,OIL,ACTIVE,1/20/17,4/4/17,H,,,,7873.47,5/1/17,4/6/17,4/26/17,AdditiveSummary,,,,28965288,,596614,508389,3678.8466,,,,427,548,825,24,FLOWING,6/9/17,InitialPotentialTest,6/9/17,InitialPotentialTest,,46,,400,22,980,15985,13356,13759,,,,551.87,461.1,475.02,,,,110833,97887,94518,,73443,57153,63918,,,,,2535.55,1973.15,2206.71,,,,,,,,,,,,,,,,,,,,,,,,,162359,168146,,,5605.3,5805.09,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,63,,"AUSTIN, S F",30.3931988,-96.6469009,30.4098667,-96.6628737,42-051-34009-00
4.21E+13,4205134008,SCISSOR TAIL,1H,SCISSOR TAIL,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,371,17740,9314.11,OIL,ACTIVE,1/20/17,5/6/17,H,,,,8705.91,5/1/17,4/6/17,4/27/17,AdditiveSummary,,,,36953292,,588675,655676,,,,,127,269,1242,24,FLOWING,5/17/17,InitialPotentialTest,5/17/17,InitialPotentialTest,,45.1,,1400,18,1575,17830,20288,14449,,,,,,,,,,127645,134349,105253,,84423,79305,71206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170446,217564,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,63,,"AUSTIN, S F",30.3931488,-96.6469509,30.3775842,-96.6260224,42-051-34008-00
4.21E+13,4205134007,BRAVENEC,1H,BRAVENEC,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,279.13,14346,9067.39,OIL,ACTIVE,1/18/17,,H,,,,5605.7,10/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10414,8085,9067,,,,,,,,,,39724,30475,34645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,31,,"HUFF, W P",30.4612908,-96.5853083,30.4489707,-96.5748558,42-051-34007-00
4.21E+13,4205134006,COOPER D,1H,COOPER D,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,279.18,14544,8666.61,OIL,ACTIVE,1/18/17,,H,,,,5176.17,10/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6637,5688,5689,,,,,,,,,,25660,19216,22457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,31,,"HUFF, W P",30.4613264,-96.5852682,30.472923,-96.5946265,42-051-34006-00
4.21E+13,4205134005,SEE A,1H,SEE A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,271.82,10000,,OIL,ACTIVE,1/18/17,6/16/17,H,,,,7265.95,6/1/17,6/1/17,6/11/17,AdditiveSummary,,,,24714517,,496240,97144,3401.4158,,,,662,505,779,24,FLOWING,8/5/17,InitialPotentialTest,8/5/17,InitialPotentialTest,,44,,,22,1050,15401,18452,12326,,,,623.16,746.61,498.74,,,,89653,123112,69134,,65225,78263,52182,,,,,2639.14,3166.68,2111.39,,,,,,,,,,,,,,,,,,,,,,,,,95898,170773,,,3880.23,6909.83,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,4,,"BENNETT, C H",30.4695557,-96.4952445,30.4837303,-96.511503,42-051-34005-00
4.21E+13,4205134004,HINES,1H,HINES,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,288,16455,8770.51,OIL,ACTIVE,1/13/17,4/27/17,H,9241,16379,7138,7782.59,4/1/17,4/2/17,4/20/17,AdditiveSummary,,,,26855777,,511201,93121,3450.7506,3762.3672,,,463,629,925,24,FLOWING,5/16/17,InitialPotentialTest,5/16/17,InitialPotentialTest,,45.7,,2,18/64,1700,21267,15374,18705,2.98,2.15,2.62,791.9,572.47,696.5,,,,135624,119068,115779,170264,84551,58366,74824,110037,11.85,8.18,10.48,3148.34,2173.31,2786.14,,,,,,,,,,,,,,,,,,,,,,,,,156726,161178,21.96,22.58,5835.84,6001.61,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,38,,"MC FADDEN, N A",30.5140019,-96.532227,30.5307275,-96.5473386,4205134004
4.21E+13,4205134003,CROOK,1H,CROOK,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,289,16442,8534.08,OIL,ACTIVE,1/13/17,5/1/17,H,9271,16375,7104,7719.26,5/1/17,4/2/17,4/20/17,AdditiveSummary,,,,26300259,,590642,103314,3407.0959,3702.1761,,,410,528,514,24,FLOWING,6/9/17,ProductionTest,6/9/17,InitialPotentialTest,,42.3,,0,20,1180,17949,13976,15620,2.53,1.97,2.2,682.46,531.4,593.91,,,,118020,98021,101683,,84868,60470,74790,,11.95,8.51,10.53,3226.89,2299.22,2843.7,,,,,,,,,,,,,,,,,,,,,,,,,146174,140909,20.58,19.84,5557.89,5357.7,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,38,,"MC FADDEN, N A",30.513964,-96.5322732,30.5279224,-96.550664,4205134003
4.21E+13,4205134002,NORTH FLIPPIN UNIT,1,NORTH FLIPPIN UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,363,14290,7321,OIL,ACTIVE,1/11/17,5/12/17,H,7959,14114,6155,6193.28,5/1/17,4/25/17,5/7/17,AdditiveSummary,,,,22984742,,412803,82687,3711.239,3734.3204,,,164,871,435,24,FLOWING,5/25/17,InitialPotentialTest,5/25/17,InitialPotentialTest,,32,,10,16,1400,18664,4112,17979,3.03,0.67,2.92,812.02,178.9,782.21,,,,113698,16248,110990,0,77504,15316,74952,0,12.59,2.49,12.18,3371.98,666.36,3260.95,,,,,,,,,,,,,,,,,,,,,,,,,941171,137780,152.91,22.39,40947.64,5994.41,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,58,,"SWEARINGEN, E",30.4964483,-96.7189738,30.5070293,-96.7348101,4205134002
4.21E+13,4205134001,WINDEL UNIT,1,WINDEL UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,363,14231,7318,OIL,ACTIVE,1/10/17,5/16/17,H,7915,14136,6221,6366.2,5/1/17,4/23/17,5/7/17,AdditiveSummary,,,,23540739,,337921,66006,3697.7693,3784.0764,,,144,708,309,24,FLOWING,6/2/17,InitialPotentialTest,6/2/17,InitialPotentialTest,,34,,20,16,1190,18627,3595,18028,2.99,0.58,2.9,791.27,152.71,765.82,,,,116147,22578,112384,,78365,15785,75735,,12.6,2.54,12.17,3328.91,670.54,3217.19,,,,,,,,,,,,,,,,,,,,,,,,,964268,193722,155,31.14,40961.67,8229.22,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,58,,"SWEARINGEN, E",30.4964859,-96.7189237,30.5099932,-96.7314977,4205134001
4.21E+13,4205134000,HEARNE,1H,HEARNE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,328,16090,8536.4,OIL,ACTIVE,1/9/17,4/11/17,H,8683,16024,7341,7422.94,4/1/17,3/15/17,4/2/17,AdditiveSummary,,,,26750262,,542532,295510,3603.7287,3643.9534,,,384,645,643,24,FLOWING,5/20/17,InitialPotentialTest,5/20/17,InitialPotentialTest,,44,,,32,980,19684,10928,17863,2.68,1.49,2.43,735.84,408.52,667.77,,,,119793,67484,108546,,79754,45188,72223,,10.86,6.16,9.84,2981.43,1689.25,2699.9,,,,,,,,,,,,,,,,,,,,,,,,,522469,324824,71.17,44.25,19531.36,12142.83,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,241,,"UNDERWOOD, A",30.5308938,-96.5819478,30.5183801,-96.563374,4205134000
4.21E+13,4205133999,HAISLER,1H,HAISLER,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,328,16202,8549.43,OIL,ACTIVE,1/9/17,4/10/17,H,8807,16131,7324,7386.6,4/1/17,3/14/17,4/2/17,AdditiveSummary,,,,27054799,,581340,469927,3662.6864,3693.9922,,,298,543,940,24,FLOWING,4/28/17,InitialPotentialTest,4/28/17,InitialPotentialTest,,44,,,20,1320,18200,10071,16522,2.48,1.38,2.26,672.71,372.24,610.69,,,,116603,68346,105212,182135,76084,42015,69082,119590,10.39,5.74,9.43,2812.22,1552.96,2553.41,,,,,,,,,,,,,,,,,,,,,,,,,421210,273619,57.51,37.36,15568.77,10113.51,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,241,,"UNDERWOOD, A",30.530861,-96.5819972,30.5154827,-96.5667641,4205133999
4.21E+13,4205133998,JACKSON,1H,JACKSON,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,262,234.92,14989,7983.19,OIL,ACTIVE,1/4/17,3/31/17,H,8638,14934,6296,6354.05,3/1/17,3/7/17,3/20/17,AdditiveSummary,,,,23231573,,442811,83507,3656.1835,3689.8941,,,446,810,434,24,FLOWING,4/27/17,ProductionTest,4/27/17,ProductionTest,,38.75,,65,20,1300,26811,14830,24340,4.26,2.36,3.87,1154.08,638.36,1047.71,,,,165371,100135,148682,79662,95889,49519,87636,46954,15.23,7.87,13.92,4127.53,2131.54,3772.28,,,,165371,100135,148682,79662,26.27,15.9,23.62,7118.37,4310.3,6400,,,,,,,,,,,,697605,469826,110.8,74.62,30028.32,20223.6,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,47,,"RALEIGH, W",30.5984702,-96.5079978,30.6122097,-96.520536,4205133998
4.21E+13,4205133997,ALTIMORE,1H,ALTIMORE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,234.89,15215,8574.93,OIL,ACTIVE,1/4/17,,H,,,,6906.18,3/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27968,16036,25296,,,,,,,,,,164021,114469,144943,,99064,58125,89377,,,,,,,,,,,164021,114469,144943,,,,,,,,,,,,,,,,,,,456139,360237,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,47,,"RALEIGH, W",30.598431,-96.5080446,30.5865751,-96.4910593,42-051-33997-00
4.21E+13,4205133996,PAUL 134,2,PAUL 134,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,389.19,13385,7695.41,OIL,ACTIVE,12/27/16,3/5/17,H,7939,13303,5364,6331.23,3/1/17,2/21/17,2/27/17,AdditiveSummary,,,,20187676,,381419,125979,3188.5867,3763.5488,,,294,938,309,24,FLOWING,4/5/17,InitialPotentialTest,4/5/17,InitialPotentialTest,,36.48,,90,18,1220,32244,7143,31054,6.01,1.33,5.79,1597.21,353.83,1538.27,,,,214959,38055,208617,17305,138012,25288,133798,9454,25.73,4.71,24.94,6836.45,1252.65,6627.71,,,,214959,38055,208617,17305,40.07,7.09,38.89,10648.03,1885.06,10333.88,,,,,,,,,,,,1005288,227423,187.41,42.4,49797.11,11265.44,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,3,58,,"SWEARINGEN, E",30.5040086,-96.710944,30.4929569,-96.6956052,4205133996
4.21E+13,4205133994,MACH A,2H,MACH A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,279,17692,9693.47,OIL,ACTIVE,12/15/16,2/20/17,H,10971,17511,6540,7535.59,2/1/17,1/27/17,2/7/17,AdditiveSummary,,,,24852160,,512574,444715,3297.9714,3800.0245,,,754,375,1210,24,FLOWING,3/20/17,InitialPotentialTest,3/20/17,InitialPotentialTest,,46.14,,600,24,1300,15723,27163,11196,2.4,4.15,1.71,632.66,1092.98,450.5,,,,111603,227425,73699,237807,65168,121364,44941,145012,9.96,18.56,6.87,2622.23,4883.44,1808.33,,,,106528,216942,70371,227068,16.29,33.17,10.76,4286.47,8729.3,2831.58,,,,,,,,,,,,237559,733654,36.32,112.18,9558.89,29520.73,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,45,,"PERRY, O",30.3613734,-96.5651312,30.3734748,-96.5839176,4205133994
4.21E+13,4205133993,WILLIAM B,2H,WILLIAM B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,346,16235,9022.73,OIL,ACTIVE,11/14/16,1/11/17,H,9699,16049,6350,7027.62,12/1/17,12/12/16,12/28/16,AdditiveSummary,,,,30594231,,576296,457947,,,,,223,256,1342,24,FLOWING,1/30/17,InitialPotentialTest,1/30/17,InitialPotentialTest,,42,,,20,1090,4559,6654,3450,0.72,1.05,0.54,,,,,,,12464,17516,9545,50037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,15,,"COX, J S",30.4643268,-96.5374143,30.4792042,-96.5509611,4205133993
4.21E+13,4205133992,SCHOPPE B,1H,SCHOPPE B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,313,312.06,12084,9556,OIL,ACTIVE,11/3/16,3/1/17,H,10131,12045,1914,6695.89,3/1/17,2/6/17,2/10/17,AdditiveSummary,,,,499216,,146280,222303,74.5556,260.8234,,,218,171,140,24,FLOWING,4/6/17,InitialPotentialTest,4/6/17,ProductionTest,,48.2,,,16,540,6797,8434,5392,3.55,4.41,2.82,13615.35,16894.49,10800.94,,,,38284,58235,28578,,26156,37695,19874,,13.67,19.69,10.38,52394.15,75508.4,39810.42,,,,38283,58235,28578,,20,30.43,14.93,76686.24,116652.91,57245.76,,,,,,,,,,,,80977,165011,42.31,86.21,162208.34,330540.29,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,3,,"BELL, J W",30.4384269,-96.5297661,30.4495443,-96.5466998,4205133992
4.21E+13,4205133991,SCHOPPE A,1H,SCHOPPE A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,313,16527,9611.98,OIL,ACTIVE,11/3/16,2/22/17,H,10023,16496,6473,6582.03,7/1/17,1/28/17,2/11/17,AdditiveSummary,,,,23414173,,496412,553310,3557.2875,3617.2058,,,620,482,445,24,FLOWING,3/20/17,InitialPotentialTest,3/20/17,InitialPotentialTest,,44.4,,,20,1200,11690,16148,8999,1.81,2.49,1.39,499.27,689.67,384.34,,,,65902,92385,50505,46628,54529,76886,41715,38512,8.42,11.88,6.44,2328.89,3283.74,1781.61,,,,,,,,,,,,,,,,,,,,,,,,,480177,878351,74.18,135.69,20507.96,37513.65,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,3,,"BELL, J W",30.4384736,-96.5297261,30.4524701,-96.5430285,4205133991
4.21E+13,4205133989,BENNETT B,1H,BENNETT B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,287.79,17220,9736.46,OIL,ACTIVE,10/27/16,,H,,,,6749.01,12/1/16,11/30/16,12/10/16,AdditiveSummary,,,,25104390,,526303,566788,3719.7144,,,,,,,,,,,,,,,,,,,6986,10743,5196,,,,278.28,427.93,206.98,,,,55697,59830,45725,,23023,3768,22395,0,,,,917.09,150.09,892.08,,,,45611,39111,39093,0,,,,1816.85,1557.93,1557.22,,,,,,,,,,,,229296,345899,,,9133.7,13778.43,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,4,,"BENNETT, C H",30.4331168,-96.4823244,30.447345,-96.4960306,42-051-33989-00
4.21E+13,4205133988,COOPER C,1H,COOPER C,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,348.38,13850,8743.25,OIL,ACTIVE,10/6/16,12/6/16,H,8934,13850,4916,5377.46,12/1/16,11/4/16,11/11/16,AdditiveSummary,,,,18397528,,375952,328388,3421.2301,3742.3775,,,250,435,393,24,FLOWING,1/13/17,ProductionTest,1/13/17,InitialPotentialTest,,44.5,,0,16,1100,13930,9704,12313,2.83,1.97,2.5,757.17,527.46,669.27,,,,107121,73599,94855,85699,56854,33418,51285,46335,11.57,6.8,10.43,3090.31,1816.44,2787.6,,,,96267,65767,85306,77071,19.58,13.38,17.35,5232.61,3574.77,4636.82,,,,,,,,,,,,310607,268880,63.18,54.69,16883.08,14615.01,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,85,,"COOPER, A M",30.4777262,-96.6133785,30.4688895,-96.5996517,4205133988
4.21E+13,4205133987,COOPER B,1H,COOPER B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,349,13903,8339.32,OIL,ACTIVE,9/29/16,12/12/16,H,9062,13842,4780,5028.73,11/1/16,11/14/16,11/25/16,AdditiveSummary,,,,17733512,,358896,366637,3526.4395,3709.9397,,,165,263,1243,24,FLOWING,12/18/16,ProductionTest,12/18/16,ProductionTest,,42.02,,0,0.28125,1400,16480,14557,14054,3.45,3.05,2.94,929.31,820.88,792.51,,,,114305,89214,99436,469973,53920,29254,49045,231806,11.28,6.12,10.26,3040.57,1649.65,2765.67,,,,97675,69172,86147,407164,20.43,14.47,18.02,5507.93,3900.64,4857.86,,,,,,,,,,,,251099,257292,52.53,53.83,14159.58,14508.8,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,85,,"COOPER, A M",30.4776871,-96.613423,30.487888,-96.6239623,4205133987
4.21E+13,4205133986,COOPER A,1H,COOPER A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,348.05,9800,,OIL,ACTIVE,9/25/16,12/7/16,H,,,,5044.79,11/1/16,10/26/16,11/2/16,AdditiveSummary,,,,18027518,,392209,306518,3573.4923,,,,290,424,,24,FLOWING,12/22/16,InitialPotentialTest,12/22/16,InitialPotentialTest,,44.8,,,16/64,1300,13991,12769,11863,,,,776.09,708.31,658.05,,,,97639,67122,86452,,45041,22930,41220,0,,,,2498.46,1271.94,2286.5,,,,85223,53948,76232,0,,,,4727.38,2992.54,4228.65,,,,,,,,,,,,506254,462665,,,28082.29,25664.38,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,85,,"COOPER, A M",30.477646,-96.6134693,30.4860277,-96.6262603,42-051-33986-00
